LinesCount,LinesAvgLength,LineCommentCount,LineCodeCount,LineBlankCount,TypesCount,ClassCount,ObjectCount,TraitCount,MaxChildren,MethodCount,PrivateMethodCount,ProtectedMethodCount,MethodOverrideCount,FinalMethodCount,VarLocalCount,VarFieldCount,MagicNumbersCount,File
82,33,16,53,14,1,1,0,0,1,2,2,0,0,0,1,0,16,core/src/test/scala/org/apache/spark/status/LiveEntitySuite.scala
201,35,22,151,35,2,1,1,0,0,21,3,0,0,0,0,3,6,core/src/test/scala/org/apache/spark/status/ListenerEventsTestHelper.scala
37,39,18,16,6,1,1,0,0,1,0,0,0,0,0,0,0,3,core/src/test/scala/org/apache/spark/status/api/v1/SimpleDateParamSuite.scala
207,34,27,152,33,1,1,0,0,1,5,5,0,0,0,0,0,6,core/src/test/scala/org/apache/spark/status/AppStatusStoreSuite.scala
55,38,18,33,7,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/internal/LoggingSuite.scala
62,37,17,36,11,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/internal/config/ConfigReaderSuite.scala
397,33,24,316,66,1,1,0,0,1,5,1,0,0,0,0,3,5,core/src/test/scala/org/apache/spark/internal/config/ConfigEntrySuite.scala
147,28,50,89,21,5,5,0,0,2,4,2,0,0,0,0,0,1,core/src/test/scala/org/apache/spark/internal/io/FileCommitProtocolInstantiationSuite.scala
337,33,25,261,61,7,5,2,0,2,20,1,0,13,0,1,6,4,core/src/test/scala/org/apache/spark/internal/plugin/PluginContainerSuite.scala
49,30,19,25,7,1,1,0,0,1,2,0,0,2,0,0,1,0,core/src/test/scala/org/apache/spark/ui/ChromeUISeleniumSuite.scala
156,35,22,121,17,1,1,0,0,1,1,1,0,0,0,0,0,1,core/src/test/scala/org/apache/spark/ui/StagePageSuite.scala
37,39,18,17,5,1,1,0,0,1,0,0,0,0,0,0,0,1,core/src/test/scala/org/apache/spark/ui/scope/RDDOperationGraphSuite.scala
125,37,19,76,34,3,3,0,0,2,20,0,2,20,0,0,0,30,core/src/test/scala/org/apache/spark/ui/PagedTableSuite.scala
159,37,25,115,24,1,1,0,0,1,5,1,0,2,0,0,1,2,core/src/test/scala/org/apache/spark/ui/RealBrowserUISeleniumSuite.scala
184,36,24,137,32,1,1,0,0,1,2,1,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/ui/HttpSecurityFilterSuite.scala
192,32,17,147,30,1,1,0,0,1,3,1,0,0,0,0,0,2,core/src/test/scala/org/apache/spark/ui/UIUtilsSuite.scala
423,36,54,347,55,3,3,0,0,1,10,4,0,4,0,0,17,3,core/src/test/scala/org/apache/spark/ui/UISuite.scala
795,40,74,700,75,3,3,0,0,1,15,2,0,5,0,0,1,33,core/src/test/scala/org/apache/spark/ui/UISeleniumSuite.scala
247,30,25,201,31,1,1,0,0,1,0,0,0,0,0,0,0,19,core/src/test/scala/org/apache/spark/ui/storage/StoragePageSuite.scala
34,43,16,16,3,1,0,0,1,0,1,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/JsonTestUtils.scala
247,31,28,208,19,2,1,1,0,1,9,1,0,7,0,0,9,5,core/src/test/scala/org/apache/spark/ThreadingSuite.scala
504,39,62,411,73,6,5,1,0,1,14,0,0,4,0,4,0,31,core/src/test/scala/org/apache/spark/ShuffleSuite.scala
29,39,17,10,4,1,1,0,0,1,1,0,0,1,0,0,0,0,core/src/test/scala/org/apache/spark/ShuffleOldFetchProtocolSuite.scala
262,35,33,221,23,1,1,0,0,1,2,2,0,0,0,0,0,35,core/src/test/scala/org/apache/spark/BarrierStageOnSubmittedSuite.scala
551,34,77,443,81,3,3,0,0,1,24,9,8,0,0,3,4,3,core/src/test/scala/org/apache/spark/ContextCleanerSuite.scala
336,43,42,280,41,1,1,0,0,1,2,1,0,0,0,0,1,155,core/src/test/scala/org/apache/spark/MapOutputTrackerSuite.scala
324,41,26,267,42,3,2,1,0,1,2,0,0,1,0,0,0,48,core/src/test/scala/org/apache/spark/PartitioningSuite.scala
960,36,70,824,121,2,1,1,0,1,10,0,0,8,0,0,12,19,core/src/test/scala/org/apache/spark/SparkContextSuite.scala
30,37,17,10,5,1,1,0,0,1,1,0,0,1,0,0,0,0,core/src/test/scala/org/apache/spark/ShuffleNettySuite.scala
460,35,88,375,66,2,1,1,0,1,14,0,0,12,0,0,1,16,core/src/test/scala/org/apache/spark/JobCancellationSuite.scala
282,37,41,237,30,5,4,1,0,3,2,1,0,0,0,0,2,10,core/src/test/scala/org/apache/spark/FailureSuite.scala
184,44,46,136,28,1,1,0,0,1,2,0,0,2,0,0,3,6,core/src/test/scala/org/apache/spark/ExternalShuffleServiceSuite.scala
125,36,69,50,17,1,0,0,1,1,3,1,2,0,0,0,1,0,core/src/test/scala/org/apache/spark/ThreadAudit.scala
91,35,26,55,15,2,1,1,0,1,3,1,0,2,0,0,1,5,core/src/test/scala/org/apache/spark/input/WholeTextFileInputFormatSuite.scala
151,38,38,99,25,2,1,1,0,1,3,1,0,2,0,0,2,6,core/src/test/scala/org/apache/spark/input/WholeTextFileRecordReaderSuite.scala
645,41,115,506,84,7,5,1,1,2,24,4,10,3,0,0,1,8,core/src/test/scala/org/apache/spark/CheckpointSuite.scala
83,47,21,57,11,5,4,1,0,1,4,0,0,2,0,0,0,2,core/src/test/scala/org/apache/spark/ImplicitOrderingSuite.scala
256,34,16,214,27,1,1,0,0,1,0,0,0,0,0,0,0,59,core/src/test/scala/org/apache/spark/rdd/ParallelCollectionSplitSuite.scala
1028,34,86,842,150,18,14,4,0,2,57,0,0,16,0,0,5,47,core/src/test/scala/org/apache/spark/rdd/PairRDDFunctionsSuite.scala
312,42,53,272,25,1,1,0,0,1,0,0,0,0,0,0,0,77,core/src/test/scala/org/apache/spark/rdd/DoubleRDDSuite.scala
59,34,18,33,11,2,2,0,0,1,4,0,0,4,0,0,1,3,core/src/test/scala/org/apache/spark/rdd/PartitionwiseSampledRDDSuite.scala
278,32,30,227,36,1,1,0,0,1,6,0,0,2,0,0,0,37,core/src/test/scala/org/apache/spark/rdd/PipedRDDSuite.scala
1329,38,103,1135,171,6,6,0,0,3,32,2,2,16,0,5,4,237,core/src/test/scala/org/apache/spark/rdd/RDDSuite.scala
142,38,21,111,14,2,2,0,0,1,2,0,0,2,0,0,10,0,core/src/test/scala/org/apache/spark/rdd/RDDOperationScopeSuite.scala
76,31,16,47,14,2,2,0,0,1,6,0,2,2,0,0,0,3,core/src/test/scala/org/apache/spark/rdd/PartitionPruningRDDSuite.scala
238,29,35,178,37,1,1,0,0,1,6,1,0,4,0,0,2,29,core/src/test/scala/org/apache/spark/rdd/AsyncRDDActionsSuite.scala
52,35,16,28,9,1,1,0,0,1,0,0,0,0,0,0,0,5,core/src/test/scala/org/apache/spark/rdd/RDDBarrierSuite.scala
41,39,16,20,6,2,1,1,0,1,1,0,0,0,0,0,0,4,core/src/test/scala/org/apache/spark/rdd/ZippedPartitionsSuite.scala
108,32,20,80,13,1,1,0,0,1,0,0,0,0,0,0,0,5,core/src/test/scala/org/apache/spark/rdd/JdbcRDDSuite.scala
333,37,68,250,38,1,1,0,0,1,7,6,0,1,0,0,0,7,core/src/test/scala/org/apache/spark/rdd/LocalCheckpointSuite.scala
31,38,16,12,4,4,1,3,0,2,2,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/rdd/RDDSuiteUtils.scala
150,39,16,116,19,1,1,0,0,1,0,0,0,0,0,0,0,26,core/src/test/scala/org/apache/spark/rdd/SortingSuite.scala
81,34,30,43,10,1,0,1,0,1,3,2,0,1,0,0,0,10,core/src/test/scala/org/apache/spark/rdd/CoalescedRDDBenchmark.scala
310,46,81,218,43,2,0,1,1,1,7,1,5,1,0,0,0,43,core/src/test/scala/org/apache/spark/memory/MemoryManagerSuite.scala
55,44,19,30,8,1,1,0,0,1,0,0,0,0,0,0,0,4,core/src/test/scala/org/apache/spark/memory/TestMemoryManagerSuite.scala
126,30,24,87,18,1,1,0,0,1,12,0,0,5,0,0,2,0,core/src/test/scala/org/apache/spark/memory/TestMemoryManager.scala
40,35,19,19,4,1,0,1,0,0,1,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/memory/MemoryTestingUtils.scala
344,43,62,298,29,1,1,0,0,1,2,1,1,1,0,0,0,42,core/src/test/scala/org/apache/spark/memory/UnifiedMemoryManagerSuite.scala
1094,39,111,951,128,2,2,0,0,1,10,4,0,3,0,0,5,82,core/src/test/scala/org/apache/spark/storage/ShuffleBlockFetcherIteratorSuite.scala
68,43,27,38,5,1,1,0,0,1,0,0,0,0,0,0,2,1,core/src/test/scala/org/apache/spark/storage/FlatmapIteratorSuite.scala
35,38,16,14,6,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/storage/BlockManagerMasterSuite.scala
193,46,29,154,22,1,1,0,0,1,12,6,0,0,0,0,0,78,core/src/test/scala/org/apache/spark/storage/StorageSuite.scala
137,34,28,96,19,2,2,0,0,1,2,0,1,0,0,0,0,4,core/src/test/scala/org/apache/spark/storage/BlockReplicationPolicySuite.scala
98,33,28,64,17,1,1,0,0,1,1,1,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/storage/LocalDirsSuite.scala
93,30,16,64,14,1,1,0,0,1,5,0,0,4,0,0,4,3,core/src/test/scala/org/apache/spark/storage/DiskBlockManagerSuite.scala
526,45,76,457,54,1,1,0,0,1,21,1,0,2,0,3,3,41,core/src/test/scala/org/apache/spark/storage/MemoryStoreSuite.scala
61,36,19,37,9,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/storage/PartiallyUnrolledIteratorSuite.scala
187,33,22,147,25,1,1,0,0,1,3,1,0,2,0,0,1,11,core/src/test/scala/org/apache/spark/storage/DiskBlockObjectWriterSuite.scala
510,41,90,394,77,5,4,0,1,3,7,0,2,1,0,0,2,25,core/src/test/scala/org/apache/spark/storage/BlockManagerReplicationSuite.scala
1804,45,134,1592,197,5,4,1,0,1,37,9,0,16,0,2,9,180,core/src/test/scala/org/apache/spark/storage/BlockManagerSuite.scala
69,34,17,41,13,1,1,0,0,1,2,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/storage/TopologyMapperSuite.scala
360,35,28,314,31,1,1,0,0,1,5,2,2,2,0,0,1,7,core/src/test/scala/org/apache/spark/storage/BlockInfoManagerSuite.scala
177,30,16,145,17,1,1,0,0,1,2,0,0,0,0,0,0,42,core/src/test/scala/org/apache/spark/storage/BlockIdSuite.scala
205,33,20,154,36,1,1,0,0,1,5,4,0,0,0,0,0,3,core/src/test/scala/org/apache/spark/storage/DiskStoreSuite.scala
146,41,20,115,16,1,1,0,0,1,1,0,0,0,0,0,0,28,core/src/test/scala/org/apache/spark/storage/BlockManagerInfoSuite.scala
215,42,16,169,31,2,2,0,0,1,3,2,1,1,0,0,0,5,core/src/test/scala/org/apache/spark/storage/PartiallySerializedBlockSuite.scala
43,40,16,22,6,1,1,0,0,1,0,0,0,0,0,0,0,5,core/src/test/scala/org/apache/spark/partial/CountEvaluatorSuite.scala
57,40,16,35,7,1,1,0,0,1,0,0,0,0,0,0,0,3,core/src/test/scala/org/apache/spark/partial/MeanEvaluatorSuite.scala
77,38,21,52,10,1,1,0,0,1,0,0,0,0,0,0,0,5,core/src/test/scala/org/apache/spark/partial/SumEvaluatorSuite.scala
316,42,61,253,35,4,4,0,0,2,12,4,0,6,0,0,5,12,core/src/test/scala/org/apache/spark/HeartbeatReceiverSuite.scala
83,31,17,52,16,2,1,1,0,1,2,1,0,0,0,0,0,1,core/src/test/scala/org/apache/spark/launcher/LauncherBackendSuite.scala
175,35,25,135,21,1,1,0,0,1,4,2,0,2,0,0,0,1,core/src/test/scala/org/apache/spark/network/netty/NettyBlockTransferSecuritySuite.scala
150,36,22,114,21,1,1,0,0,1,7,2,0,5,0,0,4,3,core/src/test/scala/org/apache/spark/network/netty/NettyBlockTransferServiceSuite.scala
80,43,16,57,8,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/network/netty/SparkTransportConfSuite.scala
104,36,25,70,19,1,1,0,0,1,13,0,0,13,0,0,0,0,core/src/test/scala/org/apache/spark/network/BlockTransferServiceSuite.scala
338,38,18,280,43,1,1,0,0,1,0,0,0,0,0,0,2,0,core/src/test/scala/org/apache/spark/resource/ResourceUtilsSuite.scala
180,45,16,144,21,1,1,0,0,1,1,0,0,1,0,0,1,0,core/src/test/scala/org/apache/spark/resource/ResourceProfileSuite.scala
190,36,16,149,26,5,4,1,0,3,4,0,0,3,0,0,0,4,core/src/test/scala/org/apache/spark/resource/ResourceDiscoveryPluginSuite.scala
35,44,16,15,5,1,0,1,0,0,0,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/resource/TestResourceIDs.scala
64,40,17,41,8,2,1,1,0,1,0,0,0,0,0,0,0,0,core/src/test/scala/org/apache/spark/resource/ResourceInformationSuite.scala
106,37,19,76,15,2,1,1,0,1,1,0,0,0,0,0,0,12,core/src/test/scala/org/apache/spark/SparkContextInfoSuite.scala
30,31,16,11,4,1,0,1,0,0,0,0,0,0,0,0,1,0,mllib-local/src/main/scala/org/apache/spark/ml/impl/Utils.scala
137,39,71,60,18,1,1,0,0,1,6,1,0,0,0,0,0,0,mllib-local/src/main/scala/org/apache/spark/ml/stat/distribution/MultivariateGaussian.scala
754,28,128,614,53,1,0,1,0,1,27,13,0,0,0,49,2,0,mllib-local/src/main/scala/org/apache/spark/ml/linalg/BLAS.scala
1298,33,401,854,119,6,2,3,1,2,104,1,0,23,0,37,0,0,mllib-local/src/main/scala/org/apache/spark/ml/linalg/Matrices.scala
813,27,197,577,89,6,2,3,1,2,64,0,0,31,0,44,4,0,mllib-local/src/main/scala/org/apache/spark/ml/linalg/Vectors.scala
246,33,96,141,35,7,6,1,0,0,23,1,0,3,0,0,0,0,mllib-local/src/test/scala/org/apache/spark/ml/util/TestingUtils.scala
460,46,39,317,128,1,1,0,0,1,0,0,0,0,0,0,0,47,mllib-local/src/test/scala/org/apache/spark/ml/util/TestingUtilsSuite.scala
30,36,16,10,5,1,1,0,0,1,0,0,0,0,0,0,0,0,mllib-local/src/test/scala/org/apache/spark/ml/impl/UtilsSuite.scala
83,38,17,55,13,1,1,0,0,1,0,0,0,0,0,0,0,4,mllib-local/src/test/scala/org/apache/spark/ml/stat/distribution/MultivariateGaussianSuite.scala
476,31,26,374,80,1,1,0,0,1,0,0,0,0,0,0,0,103,mllib-local/src/test/scala/org/apache/spark/ml/linalg/BLASSuite.scala
71,42,17,49,7,1,1,0,0,1,0,0,0,0,0,0,0,6,mllib-local/src/test/scala/org/apache/spark/ml/linalg/BreezeMatrixConversionSuite.scala
475,32,22,377,83,1,1,0,0,1,0,0,0,0,0,0,0,58,mllib-local/src/test/scala/org/apache/spark/ml/linalg/VectorsSuite.scala
67,34,19,40,10,1,1,0,0,1,0,0,0,0,0,0,0,4,mllib-local/src/test/scala/org/apache/spark/ml/linalg/BreezeVectorConversionSuite.scala
905,31,108,691,146,1,1,0,0,1,0,0,0,0,0,0,1,136,mllib-local/src/test/scala/org/apache/spark/ml/linalg/MatricesSuite.scala
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,project/SparkBuild.scala
1679,92,244,1532,119,1,0,1,0,0,1,0,0,0,0,0,0,0,project/MimaExcludes.scala
99,39,25,68,16,1,0,1,0,0,6,0,0,0,0,0,0,0,project/MimaBuild.scala
273,37,70,213,25,3,3,0,0,1,14,4,0,7,0,2,1,1,repl/src/main/scala/org/apache/spark/repl/ExecutorClassLoader.scala
44,35,21,20,5,1,0,1,0,1,1,0,0,0,0,0,0,0,repl/src/main/scala/org/apache/spark/repl/Signaling.scala
130,37,34,98,17,1,0,1,0,1,4,1,0,0,0,0,5,0,repl/src/main/scala/org/apache/spark/repl/Main.scala
273,33,54,214,24,2,1,1,0,1,16,0,0,5,0,0,0,0,repl/src/main/scala/org/apache/spark/repl/SparkILoop.scala
412,38,51,352,45,2,2,0,0,1,6,0,0,2,0,0,1,0,repl/src/test/scala/org/apache/spark/repl/ReplSuite.scala
470,37,57,404,46,1,1,0,0,1,6,1,0,2,0,0,1,0,repl/src/test/scala/org/apache/spark/repl/SingletonReplSuite.scala
359,38,43,299,45,1,1,0,0,1,5,0,0,4,0,0,5,1,repl/src/test/scala/org/apache/spark/repl/ExecutorClassLoaderSuite.scala
75,33,16,53,7,4,4,0,0,0,0,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/status/api/v1/streaming/api.scala
196,38,16,159,22,1,1,0,0,1,9,2,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/status/api/v1/streaming/ApiStreamingRootResource.scala
57,35,20,30,9,2,1,0,1,1,3,0,1,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/status/api/v1/streaming/ApiStreamingApp.scala
188,32,16,141,32,1,0,1,0,0,0,0,0,0,0,0,0,7,streaming/src/main/scala/org/apache/spark/streaming/StreamingConf.scala
888,39,333,526,89,3,2,1,0,2,51,6,0,0,0,2,3,0,streaming/src/main/scala/org/apache/spark/streaming/StreamingContext.scala
203,32,23,154,31,1,1,0,0,1,22,2,0,0,0,0,7,0,streaming/src/main/scala/org/apache/spark/streaming/DStreamGraph.scala
83,33,24,56,9,1,0,1,0,1,1,0,0,0,0,1,0,1,streaming/src/main/scala/org/apache/spark/streaming/util/RawTextSender.scala
375,35,53,282,60,7,5,2,0,2,38,4,0,17,0,4,1,1,streaming/src/main/scala/org/apache/spark/streaming/util/StateMap.scala
322,38,74,236,30,3,2,1,0,1,15,3,1,1,0,6,4,2,streaming/src/main/scala/org/apache/spark/streaming/util/FileBasedWriteAheadLog.scala
117,26,27,83,11,1,0,1,0,0,6,0,0,0,0,7,0,2,streaming/src/main/scala/org/apache/spark/streaming/util/RawTextHelper.scala
97,36,23,72,10,1,0,1,0,0,6,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/util/HdfsUtils.scala
96,33,28,66,10,1,1,0,0,1,3,0,0,3,0,0,2,0,streaming/src/main/scala/org/apache/spark/streaming/util/FileBasedWriteAheadLogReader.scala
65,32,21,37,11,1,1,0,0,1,4,2,0,1,0,0,2,0,streaming/src/main/scala/org/apache/spark/streaming/util/FileBasedWriteAheadLogWriter.scala
92,32,19,64,13,1,1,0,0,1,6,1,0,5,1,0,2,1,streaming/src/main/scala/org/apache/spark/streaming/util/RateLimitedOutputStream.scala
143,34,35,97,16,1,0,1,0,1,10,2,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/util/WriteAheadLogUtils.scala
54,37,22,28,7,1,1,0,0,1,3,1,0,1,0,0,1,0,streaming/src/main/scala/org/apache/spark/streaming/util/FileBasedWriteAheadLogRandomReader.scala
224,39,73,144,22,3,2,1,0,1,10,3,0,5,0,1,0,0,streaming/src/main/scala/org/apache/spark/streaming/util/BatchedWriteAheadLog.scala
132,30,43,81,15,2,1,1,0,2,10,2,0,1,0,1,3,0,streaming/src/main/scala/org/apache/spark/streaming/util/RecurringTimer.scala
21,49,16,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/util/FileBasedWriteAheadLogSegment.scala
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/python/PythonDStream.scala
106,42,51,47,15,2,1,1,0,1,11,0,0,1,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaDStream.scala
41,37,23,16,5,2,1,1,0,1,1,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaInputDStream.scala
41,43,26,13,4,1,1,0,0,1,1,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaMapWithStateDStream.scala
42,41,24,16,5,2,1,1,0,1,1,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaReceiverInputDStream.scala
43,38,24,17,5,2,1,1,0,1,1,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaPairInputDStream.scala
128,38,19,93,18,1,1,0,0,1,13,4,0,9,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaStreamingListenerWrapper.scala
23,38,19,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/package.scala
409,40,173,220,48,2,1,0,1,1,48,0,0,0,0,0,0,1,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaDStreamLike.scala
258,42,73,146,46,17,15,0,2,9,27,0,0,9,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaStreamingListener.scala
852,43,395,445,71,2,1,1,0,1,63,1,0,1,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaPairDStream.scala
43,42,24,17,5,2,1,1,0,1,1,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaPairReceiverInputDStream.scala
685,41,361,317,50,2,1,1,0,1,44,0,0,1,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/api/java/JavaStreamingContext.scala
216,31,113,90,24,2,2,0,0,1,16,0,0,6,2,0,5,0,streaming/src/main/scala/org/apache/spark/streaming/State.scala
38,47,33,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/package.scala
132,36,31,77,29,12,10,0,2,9,13,0,0,1,0,0,0,1,streaming/src/main/scala/org/apache/spark/streaming/scheduler/StreamingListener.scala
70,39,43,25,8,1,1,0,0,0,4,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/BatchInfo.scala
662,37,119,519,76,16,9,5,2,6,31,16,0,3,0,0,3,3,streaming/src/main/scala/org/apache/spark/streaming/scheduler/ReceiverTracker.scala
48,37,30,17,4,1,1,0,0,0,1,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/OutputOperationInfo.scala
275,38,46,218,39,7,5,1,1,3,13,4,2,2,0,1,4,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/JobScheduler.scala
276,41,57,211,30,7,5,1,1,3,18,3,0,0,0,0,1,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/ReceivedBlockTracker.scala
91,34,27,52,16,2,1,1,0,1,7,3,1,1,0,0,2,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/RateController.scala
309,41,70,242,41,6,5,0,1,4,16,8,2,2,0,0,2,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/JobGenerator.scala
101,40,40,59,10,2,2,0,0,1,6,0,0,3,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/StreamingListenerBus.scala
103,27,25,67,15,1,1,0,0,0,11,0,0,1,0,0,7,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/Job.scala
196,42,43,134,22,2,1,1,0,2,10,5,0,1,0,0,2,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/ExecutorAllocationManager.scala
57,41,27,27,5,2,2,0,0,0,1,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/ReceiverTrackingInfo.scala
55,36,20,28,9,1,1,0,0,0,4,0,0,0,0,0,1,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/ReceivedBlockInfo.scala
146,44,62,92,14,1,1,0,0,1,1,0,0,0,0,0,4,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/rate/PIDRateEstimator.scala
72,38,41,28,7,2,0,1,1,1,2,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/rate/RateEstimator.scala
37,31,20,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/ReceiverInfo.scala
73,36,27,42,13,1,1,0,0,0,7,0,0,0,0,0,2,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/JobSet.scala
88,40,34,47,13,3,2,1,0,1,4,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/InputInfoTracker.scala
227,46,126,115,17,1,1,0,0,0,3,1,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/scheduler/ReceiverSchedulingPolicy.scala
279,40,164,101,27,3,2,1,0,1,18,0,0,5,0,0,3,0,streaming/src/main/scala/org/apache/spark/streaming/StateSpec.scala
98,43,30,64,19,1,1,0,0,1,3,2,0,1,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/StreamingSource.scala
136,33,47,78,21,5,3,2,0,0,12,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/ui/BatchUIData.scala
281,37,43,217,44,2,1,1,0,1,32,1,0,11,0,1,4,0,streaming/src/main/scala/org/apache/spark/streaming/ui/StreamingJobProgressListener.scala
48,34,20,22,8,1,1,0,0,1,2,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/ui/StreamingTab.scala
124,33,30,89,12,1,0,1,0,0,5,0,0,0,0,1,0,0,streaming/src/main/scala/org/apache/spark/streaming/ui/UIUtils.scala
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/ui/StreamingPage.scala
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/ui/BatchPage.scala
195,33,25,151,25,3,3,0,0,2,15,4,10,4,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/ui/AllBatchesTable.scala
38,36,16,16,7,1,1,0,0,1,3,0,0,3,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/FlatMapValuedDStream.scala
115,38,45,61,16,1,1,0,0,1,6,0,0,2,0,0,1,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/InputDStream.scala
57,37,24,27,8,1,1,0,0,1,4,0,0,4,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/ForEachDStream.scala
53,36,16,30,8,1,1,0,0,1,3,0,0,3,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/UnionDStream.scala
47,35,16,25,7,1,1,0,0,1,3,0,0,3,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/ShuffledDStream.scala
38,34,16,16,7,1,1,0,0,1,3,0,0,3,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/MappedDStream.scala
172,38,45,128,29,1,1,0,0,1,7,0,0,6,0,1,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/ReducedWindowedDStream.scala
156,42,44,114,16,1,1,0,0,1,7,2,0,1,0,1,2,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/DStreamCheckpointData.scala
149,42,53,99,17,2,2,0,0,1,6,0,0,2,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/ReceiverInputDStream.scala
39,36,16,17,7,1,1,0,0,1,3,0,0,3,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/MapPartitionedDStream.scala
114,40,34,85,14,1,1,0,0,1,4,0,0,3,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/StateDStream.scala
977,42,334,653,102,2,1,1,0,1,62,5,0,0,1,1,7,2,streaming/src/main/scala/org/apache/spark/streaming/dstream/DStream.scala
38,35,16,16,7,1,1,0,0,1,3,0,0,3,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/MapValuedDStream.scala
24,39,20,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,streaming/src/main/scala/org/apache/spark/streaming/dstream/package.scala
